model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
qwen36-35b,development-extraction,ok,205,2.1541883339996275,2.1541883339996275,4.815267708999272,2.6610793749996446,4.828915249999227,77.03640933297127,42.45259843813428
qwen36-35b,development-summary,ok,339,1.825615624999955,1.825615624999955,6.237235249999685,4.41161962499973,6.251480500000071,76.842526966504,54.22715467160078
qwen36-35b,H1-extraction,ok,292,2.7989301669995257,2.7989301669995257,6.614927708999858,3.815997542000332,6.628804166999544,76.51996543135472,44.05017747449472
qwen36-35b,H1-summary,ok,368,2.808283541000492,2.808283541000492,7.637242458000401,4.828958916999909,7.651770916000714,76.20690221747168,48.09344190251051
qwen36-35b,H2-extraction,ok,292,3.2292782499998793,3.2292782499998793,7.051152082999579,3.8218738329996995,7.065036416000112,76.40231278142848,41.33028944319533
qwen36-35b,H2-summary,ok,343,2.9975687079995623,2.9975687079995623,7.498683332999462,4.5011146249999,7.512528707999991,76.203347076505,45.65706346449551
qwen36-35b,H3-extraction,ok,166,2.8349659579998843,2.8349659579998843,5.0009937079994415,2.1660277499995573,5.0146518749997995,76.63798397782944,33.10299580865853
qwen36-35b,H3-summary,ok,394,2.6821673750000627,2.6821673750000627,7.85909141600041,5.176924041000348,7.873390208000274,76.10696948218437,50.04197551388352
qwen36-35b,H4-extraction,ok,245,3.544150583999908,3.544150583999908,6.840217875000235,3.296067291000327,6.854357250000248,74.33100673307088,35.7436869810063
qwen36-35b,H4-summary,ok,387,3.2514843330000076,3.2514843330000076,8.368234708000273,5.116750375000265,8.382177167000009,75.6339417867302,46.169389203987414
qwen36-35b,merged-summary-synthesis,ok,1493,1.4112455000004047,1.4112455000004047,20.955593915999998,19.544348415999593,20.969267082999977,76.39036964659232,71.19943649391504
qwen36-35b,full-source-control,ok,732,12.329869208000673,12.329869208000673,22.688887917000102,10.359018708999429,22.70561062500019,70.66306380584801,32.238727779204744
