"elapsed_seconds","adapter","counter","bytes"
"6.0203222","other-adapter-1","dedicated usage","0"
"6.020411","other-adapter-2","dedicated usage","270336"
"6.0204227","primary-benchmark-adapter","dedicated usage","5289533440"
"6.0204432","other-adapter-1","shared usage","0"
"6.0204533","other-adapter-2","shared usage","0"
"6.020463","primary-benchmark-adapter","shared usage","20086784"
"6.0204833","other-adapter-1","local usage","0"
"6.0204933","other-adapter-2","local usage","270336"
"6.0205031","primary-benchmark-adapter","local usage","5021097984"
"6.0205247","other-adapter-1","non local usage","0"
"6.0205348","other-adapter-2","non local usage","0"
"6.0205446","primary-benchmark-adapter","non local usage","20086784"
"12.0458427","other-adapter-1","dedicated usage","0"
"12.0459453","other-adapter-2","dedicated usage","270336"
"12.0459784","primary-benchmark-adapter","dedicated usage","13602906112"
"12.0460337","other-adapter-1","shared usage","0"
"12.0460635","other-adapter-2","shared usage","0"
"12.0460929","primary-benchmark-adapter","shared usage","20086784"
"12.0461477","other-adapter-1","local usage","0"
"12.0461777","other-adapter-2","local usage","270336"
"12.0462063","primary-benchmark-adapter","local usage","13602906112"
"12.0462611","other-adapter-1","non local usage","0"
"12.04629","other-adapter-2","non local usage","0"
"12.0463185","primary-benchmark-adapter","non local usage","20086784"
"18.0736473","other-adapter-1","dedicated usage","0"
"18.0737528","other-adapter-2","dedicated usage","270336"
"18.0737646","primary-benchmark-adapter","dedicated usage","15908462592"
"18.0737859","other-adapter-1","shared usage","0"
"18.0737966","other-adapter-2","shared usage","0"
"18.0738062","primary-benchmark-adapter","shared usage","24281088"
"18.0738279","other-adapter-1","local usage","0"
"18.0738433","other-adapter-2","local usage","270336"
"18.0738528","primary-benchmark-adapter","local usage","15908462592"
"18.0738744","other-adapter-1","non local usage","0"
"18.0738844","other-adapter-2","non local usage","0"
"18.073894","primary-benchmark-adapter","non local usage","24281088"
"24.1104555","other-adapter-1","dedicated usage","0"
"24.1105409","other-adapter-2","dedicated usage","270336"
"24.1105523","primary-benchmark-adapter","dedicated usage","15908593664"
"24.110573","other-adapter-1","shared usage","0"
"24.1105832","other-adapter-2","shared usage","0"
"24.1105928","primary-benchmark-adapter","shared usage","24281088"
"24.1106134","other-adapter-1","local usage","0"
"24.1106235","other-adapter-2","local usage","270336"
"24.1106337","primary-benchmark-adapter","local usage","15908593664"
"24.1106573","other-adapter-1","non local usage","0"
"24.1106672","other-adapter-2","non local usage","0"
"24.1106772","primary-benchmark-adapter","non local usage","24281088"
"30.142149","other-adapter-1","dedicated usage","0"
"30.1423054","other-adapter-2","dedicated usage","270336"
"30.1423215","primary-benchmark-adapter","dedicated usage","16947470336"
"30.1423446","other-adapter-1","shared usage","0"
"30.1423552","other-adapter-2","shared usage","0"
"30.1423649","primary-benchmark-adapter","shared usage","68321280"
"30.1423872","other-adapter-1","local usage","0"
"30.1423976","other-adapter-2","local usage","270336"
"30.1424072","primary-benchmark-adapter","local usage","16947470336"
"30.1424299","other-adapter-1","non local usage","0"
"30.1424401","other-adapter-2","non local usage","0"
"30.1424574","primary-benchmark-adapter","non local usage","68321280"
"36.1591769","other-adapter-1","dedicated usage","0"
"36.1592607","other-adapter-2","dedicated usage","270336"
"36.1592721","primary-benchmark-adapter","dedicated usage","17106395136"
"36.1592924","other-adapter-1","shared usage","0"
"36.1593023","other-adapter-2","shared usage","0"
"36.1593137","primary-benchmark-adapter","shared usage","68386816"
"36.1593345","other-adapter-1","local usage","0"
"36.1593446","other-adapter-2","local usage","270336"
"36.1593542","primary-benchmark-adapter","local usage","17106395136"
"36.1593782","other-adapter-1","non local usage","0"
"36.1593882","other-adapter-2","non local usage","0"
"36.1593976","primary-benchmark-adapter","non local usage","68386816"
"42.178405","other-adapter-1","dedicated usage","0"
"42.1784765","other-adapter-2","dedicated usage","270336"
"42.1784878","primary-benchmark-adapter","dedicated usage","17111048192"
"42.1785078","other-adapter-1","shared usage","0"
"42.178518","other-adapter-2","shared usage","0"
"42.1785278","primary-benchmark-adapter","shared usage","64126976"
"42.1785478","other-adapter-1","local usage","0"
"42.1785577","other-adapter-2","local usage","270336"
"42.1785674","primary-benchmark-adapter","local usage","17111048192"
"42.1785875","other-adapter-1","non local usage","0"
"42.1785974","other-adapter-2","non local usage","0"
"42.1786071","primary-benchmark-adapter","non local usage","64126976"
"48.2029702","other-adapter-1","dedicated usage","0"
"48.203042","other-adapter-2","dedicated usage","270336"
"48.2030535","primary-benchmark-adapter","dedicated usage","16808599552"
"48.2030736","other-adapter-1","shared usage","0"
"48.2030837","other-adapter-2","shared usage","0"
"48.2030934","primary-benchmark-adapter","shared usage","76734464"
"48.2031134","other-adapter-1","local usage","0"
"48.2031232","other-adapter-2","local usage","270336"
"48.2031328","primary-benchmark-adapter","local usage","16808599552"
"48.2031559","other-adapter-1","non local usage","0"
"48.2031658","other-adapter-2","non local usage","0"
"48.2031756","primary-benchmark-adapter","non local usage","76734464"
"54.2342779","other-adapter-1","dedicated usage","0"
"54.2343493","other-adapter-2","dedicated usage","270336"
"54.2343604","primary-benchmark-adapter","dedicated usage","16808599552"
"54.2343808","other-adapter-1","shared usage","0"
"54.2343911","other-adapter-2","shared usage","0"
"54.2344009","primary-benchmark-adapter","shared usage","76734464"
"54.2344208","other-adapter-1","local usage","0"
"54.2344311","other-adapter-2","local usage","270336"
"54.2344409","primary-benchmark-adapter","local usage","16808599552"
"54.2344638","other-adapter-1","non local usage","0"
"54.2344737","other-adapter-2","non local usage","0"
"54.2344833","primary-benchmark-adapter","non local usage","76734464"
"60.2704843","other-adapter-1","dedicated usage","0"
"60.2705555","other-adapter-2","dedicated usage","270336"
"60.2705665","primary-benchmark-adapter","dedicated usage","16808599552"
"60.2705862","other-adapter-1","shared usage","0"
"60.2705967","other-adapter-2","shared usage","0"
"60.2706065","primary-benchmark-adapter","shared usage","76734464"
"60.270627","other-adapter-1","local usage","0"
"60.270637","other-adapter-2","local usage","270336"
"60.2706466","primary-benchmark-adapter","local usage","16808599552"
"60.2706678","other-adapter-1","non local usage","0"
"60.2706776","other-adapter-2","non local usage","0"
"60.2706871","primary-benchmark-adapter","non local usage","76734464"
"66.2988379","other-adapter-1","dedicated usage","0"
"66.2989094","other-adapter-2","dedicated usage","270336"
"66.2989208","primary-benchmark-adapter","dedicated usage","16808599552"
"66.2989407","other-adapter-1","shared usage","0"
"66.2989508","other-adapter-2","shared usage","0"
"66.2989603","primary-benchmark-adapter","shared usage","76734464"
"66.2989806","other-adapter-1","local usage","0"
"66.2989905","other-adapter-2","local usage","270336"
"66.299","primary-benchmark-adapter","local usage","16808599552"
"66.2990224","other-adapter-1","non local usage","0"
"66.2990321","other-adapter-2","non local usage","0"
"66.2990418","primary-benchmark-adapter","non local usage","76734464"
"72.3215077","other-adapter-1","dedicated usage","0"
"72.3215791","other-adapter-2","dedicated usage","270336"
"72.3215904","primary-benchmark-adapter","dedicated usage","16808599552"
"72.3216113","other-adapter-1","shared usage","0"
"72.3216218","other-adapter-2","shared usage","0"
"72.3216314","primary-benchmark-adapter","shared usage","76734464"
"72.3216513","other-adapter-1","local usage","0"
"72.3216615","other-adapter-2","local usage","270336"
"72.3216711","primary-benchmark-adapter","local usage","16808599552"
"72.3216919","other-adapter-1","non local usage","0"
"72.3217019","other-adapter-2","non local usage","0"
"72.3217115","primary-benchmark-adapter","non local usage","76734464"
"78.3620653","other-adapter-1","dedicated usage","0"
"78.3621387","other-adapter-2","dedicated usage","270336"
"78.36215","primary-benchmark-adapter","dedicated usage","16808599552"
"78.3621704","other-adapter-1","shared usage","0"
"78.3621806","other-adapter-2","shared usage","0"
"78.3621901","primary-benchmark-adapter","shared usage","76734464"
"78.3622102","other-adapter-1","local usage","0"
"78.3622204","other-adapter-2","local usage","270336"
"78.3622303","primary-benchmark-adapter","local usage","16808599552"
"78.3622527","other-adapter-1","non local usage","0"
"78.3622628","other-adapter-2","non local usage","0"
"78.3622724","primary-benchmark-adapter","non local usage","76734464"
"84.4044218","other-adapter-1","dedicated usage","0"
"84.4044995","other-adapter-2","dedicated usage","270336"
"84.4045109","primary-benchmark-adapter","dedicated usage","16808599552"
"84.4045354","other-adapter-1","shared usage","0"
