"elapsed_seconds","adapter","counter","bytes"
"6.032408","other-adapter-1","dedicated usage","0"
"6.0325016","other-adapter-2","dedicated usage","270336"
"6.032513","primary-benchmark-adapter","dedicated usage","5019066368"
"6.0325339","other-adapter-1","shared usage","0"
"6.0325439","other-adapter-2","shared usage","0"
"6.032554","primary-benchmark-adapter","shared usage","17989632"
"6.0325737","other-adapter-1","local usage","0"
"6.0325837","other-adapter-2","local usage","270336"
"6.032594","primary-benchmark-adapter","local usage","4750630912"
"6.0326138","other-adapter-1","non local usage","0"
"6.0326251","other-adapter-2","non local usage","0"
"6.032635","primary-benchmark-adapter","non local usage","17989632"
"12.0735811","other-adapter-1","dedicated usage","0"
"12.0736716","other-adapter-2","dedicated usage","270336"
"12.0736886","primary-benchmark-adapter","dedicated usage","13040803840"
"12.0737171","other-adapter-1","shared usage","0"
"12.0737318","other-adapter-2","shared usage","0"
"12.0738093","primary-benchmark-adapter","shared usage","17989632"
"12.0738864","other-adapter-1","local usage","0"
"12.0738976","other-adapter-2","local usage","270336"
"12.0739082","primary-benchmark-adapter","local usage","12772302848"
"12.073933","other-adapter-1","non local usage","0"
"12.073943","other-adapter-2","non local usage","0"
"12.0739528","primary-benchmark-adapter","non local usage","17989632"
"18.1309156","other-adapter-1","dedicated usage","0"
"18.1310064","other-adapter-2","dedicated usage","270336"
"18.1310205","primary-benchmark-adapter","dedicated usage","17591099392"
"18.1310525","other-adapter-1","shared usage","0"
"18.131066","other-adapter-2","shared usage","0"
"18.1310788","primary-benchmark-adapter","shared usage","22183936"
"18.1311075","other-adapter-1","local usage","0"
"18.1311201","other-adapter-2","local usage","270336"
"18.1311322","primary-benchmark-adapter","local usage","17591099392"
"18.1311717","other-adapter-1","non local usage","0"
"18.1311848","other-adapter-2","non local usage","0"
"18.1311978","primary-benchmark-adapter","non local usage","22183936"
"24.1532655","other-adapter-1","dedicated usage","0"
"24.1533547","other-adapter-2","dedicated usage","270336"
"24.1533662","primary-benchmark-adapter","dedicated usage","17591099392"
"24.1533878","other-adapter-1","shared usage","0"
"24.1533977","other-adapter-2","shared usage","0"
"24.1534078","primary-benchmark-adapter","shared usage","22183936"
"24.1534291","other-adapter-1","local usage","0"
"24.1534388","other-adapter-2","local usage","270336"
"24.1534486","primary-benchmark-adapter","local usage","17591099392"
"24.1534712","other-adapter-1","non local usage","0"
"24.1534812","other-adapter-2","non local usage","0"
"24.1534909","primary-benchmark-adapter","non local usage","22183936"
"30.1850602","other-adapter-1","dedicated usage","0"
"30.1851483","other-adapter-2","dedicated usage","270336"
"30.18516","primary-benchmark-adapter","dedicated usage","17591230464"
"30.1851812","other-adapter-1","shared usage","0"
"30.1851907","other-adapter-2","shared usage","0"
"30.1852008","primary-benchmark-adapter","shared usage","22183936"
"30.1852201","other-adapter-1","local usage","0"
"30.1852299","other-adapter-2","local usage","270336"
"30.1852404","primary-benchmark-adapter","local usage","17591230464"
"30.1852621","other-adapter-1","non local usage","0"
"30.1852716","other-adapter-2","non local usage","0"
"30.1852815","primary-benchmark-adapter","non local usage","22183936"
"36.2159071","other-adapter-1","dedicated usage","0"
"36.2159964","other-adapter-2","dedicated usage","270336"
"36.2160079","primary-benchmark-adapter","dedicated usage","18959228928"
"36.2160294","other-adapter-1","shared usage","0"
"36.2160396","other-adapter-2","shared usage","0"
"36.2160496","primary-benchmark-adapter","shared usage","59998208"
"36.2160707","other-adapter-1","local usage","0"
"36.2160804","other-adapter-2","local usage","270336"
"36.2160904","primary-benchmark-adapter","local usage","18959228928"
"36.2161118","other-adapter-1","non local usage","0"
"36.2161218","other-adapter-2","non local usage","0"
"36.2161323","primary-benchmark-adapter","non local usage","59998208"
"42.241761","other-adapter-1","dedicated usage","0"
"42.2418336","other-adapter-2","dedicated usage","270336"
"42.2418461","primary-benchmark-adapter","dedicated usage","18767536128"
"42.2418657","other-adapter-1","shared usage","0"
"42.2418757","other-adapter-2","shared usage","0"
"42.2418859","primary-benchmark-adapter","shared usage","55754752"
"42.2419052","other-adapter-1","local usage","0"
"42.2419147","other-adapter-2","local usage","270336"
"42.241925","primary-benchmark-adapter","local usage","18767536128"
"42.2419465","other-adapter-1","non local usage","0"
"42.2419564","other-adapter-2","non local usage","0"
"42.2419662","primary-benchmark-adapter","non local usage","55754752"
"48.2683269","other-adapter-1","dedicated usage","0"
"48.2683967","other-adapter-2","dedicated usage","270336"
"48.2684079","primary-benchmark-adapter","dedicated usage","18767536128"
"48.2684295","other-adapter-1","shared usage","0"
"48.2684396","other-adapter-2","shared usage","0"
"48.2684495","primary-benchmark-adapter","shared usage","55754752"
"48.2684696","other-adapter-1","local usage","0"
"48.2684794","other-adapter-2","local usage","270336"
"48.2684892","primary-benchmark-adapter","local usage","18767536128"
"48.2685121","other-adapter-1","non local usage","0"
"48.268522","other-adapter-2","non local usage","0"
"48.2685322","primary-benchmark-adapter","non local usage","55754752"
"54.2974554","other-adapter-1","dedicated usage","0"
"54.2975265","other-adapter-2","dedicated usage","270336"
"54.297538","primary-benchmark-adapter","dedicated usage","18767536128"
"54.2975583","other-adapter-1","shared usage","0"
"54.2975682","other-adapter-2","shared usage","0"
"54.2975783","primary-benchmark-adapter","shared usage","55754752"
"54.2975988","other-adapter-1","local usage","0"
"54.2976085","other-adapter-2","local usage","270336"
"54.2976184","primary-benchmark-adapter","local usage","18767536128"
"54.297641","other-adapter-1","non local usage","0"
"54.2976507","other-adapter-2","non local usage","0"
"54.2976606","primary-benchmark-adapter","non local usage","55754752"
"60.3219267","other-adapter-1","dedicated usage","0"
"60.3219979","other-adapter-2","dedicated usage","270336"
"60.3220093","primary-benchmark-adapter","dedicated usage","18767536128"
"60.3220291","other-adapter-1","shared usage","0"
"60.3220392","other-adapter-2","shared usage","0"
"60.3220495","primary-benchmark-adapter","shared usage","55754752"
"60.3220696","other-adapter-1","local usage","0"
"60.3220791","other-adapter-2","local usage","270336"
"60.3220888","primary-benchmark-adapter","local usage","18767536128"
"60.3221113","other-adapter-1","non local usage","0"
"60.3221209","other-adapter-2","non local usage","0"
"60.3221309","primary-benchmark-adapter","non local usage","55754752"
