model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
evo-gemma2-9b,development-extraction,ok,149,2.70934433299999,2.70934433299999,6.544097916000055,3.834753583000065,6.575338040999895,38.85516938051387,22.660431915579803
evo-gemma2-9b,development-summary,ok,347,2.56345745800013,2.56345745800013,11.803294542000003,9.239837083999873,11.832091708000007,37.55477470494379,29.327020831437913
evo-gemma2-9b,H1-extraction,ok,252,4.49003170900005,4.49003170900005,11.813612167000201,7.323580458000151,11.843830542000205,34.40939871490312,21.276900163875684
evo-gemma2-9b,H1-summary,ok,322,4.296772666999914,4.296772666999914,13.7065067919998,9.409734124999886,13.738964874999965,34.21988291300461,23.43699128206708
evo-gemma2-9b,H2-extraction,ok,237,4.618037374999858,4.618037374999858,11.586116791999984,6.968079417000126,11.616695374999836,34.01224151116699,20.40167124551145
evo-gemma2-9b,H2-summary,ok,338,4.400284709000061,4.400284709000061,14.330642209000189,9.930357500000127,14.36055216700015,34.037042473042455,23.536699429755043
evo-gemma2-9b,H3-extraction,ok,239,3.742179042000089,3.742179042000089,10.52794829200002,6.78576924999993,10.557633916999976,35.220767343363825,22.63764796913071
evo-gemma2-9b,H3-summary,ok,467,3.7180692500000987,3.7180692500000987,17.313517708000063,13.595448457999964,17.343789042000026,34.349731194428045,26.926065513660514
evo-gemma2-9b,H4-extraction,ok,337,5.01998254099999,5.01998254099999,15.124282874999835,10.104300333999845,15.154980332999912,33.35213610644891,22.236914373698248
evo-gemma2-9b,H4-summary,ok,431,4.84547758299982,4.84547758299982,17.680961249999882,12.835483667000062,17.712206917000003,33.578789173959834,24.333500733120413
evo-gemma2-9b,merged-summary-synthesis,ok,1420,2.1605065000001105,2.1605065000001105,41.21111575000009,39.05060924999998,41.24019654200015,36.363069034575965,34.43242562032489
