model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
nemotron-49b,development-extraction,ok,129,16.998226000000003,16.998226000000003,35.710238917000005,18.712012917000003,35.858601792,6.89396702386853,3.597463190234587
nemotron-49b,development-summary,ok,429,15.943302958000004,15.943302958000004,78.970443708,63.02714075,79.119639458,6.806591492094618,5.422168287656708
nemotron-49b,H1-extraction,ok,538,24.85335574999999,24.85335574999999,106.78868483299999,81.935329083,106.931532791,6.56615413669736,5.031256786073877
nemotron-49b,H1-summary,ok,428,23.09031245899999,23.09031245899999,84.33199587499999,61.241683416,84.480725917,6.988704035006665,5.0662443457280215
nemotron-49b,H2-extraction,ok,526,25.061341000000027,25.061341000000027,100.86493425000003,75.80359325,101.01189762500002,6.93898504606838,5.207307380292371
nemotron-49b,H2-summary,ok,482,24.91527791699997,24.91527791699997,93.91936120799994,69.00408329099997,94.06325283299998,6.985093881579991,5.124211479861784
nemotron-49b,H3-extraction,ok,301,22.723899666999955,22.723899666999955,65.46737662499993,42.743476957999974,65.61056920800002,7.042010183115534,4.587675486334579
nemotron-49b,H3-summary,ok,389,21.55555162500002,21.55555162500002,76.78377383299994,55.22822220799992,76.928054041,7.0435003056037635,5.056672820459965
nemotron-49b,H4-extraction,ok,494,27.891737041000056,27.891737041000056,99.00599508300002,71.11425804199996,99.15190508300009,6.9465675885733695,4.98225424500389
nemotron-49b,H4-summary,ok,431,27.751918124999975,27.751918124999975,85.443003084,57.69108495900002,85.559375875,7.470825003660508,5.037437400544853
nemotron-49b,merged-summary-synthesis,ok,834,10.83973658299999,10.83973658299999,104.65816849999999,93.818431917,104.77015370799995,8.889511186222228,7.960282298758507
nemotron-49b,full-source-control,ok,753,100.94578637500001,100.94578637500001,197.23686974999998,96.29108337499997,197.36735591600007,7.8200387160199005,3.81522058957145
