model_id,request,status,prompt_tokens,completion_tokens_api,reasoning_characters,first_visible_seconds,last_visible_seconds,wall_seconds,words_whitespace,words_excluding_pdf_markers,prose_words_normalized,pdf_marker_count,parenthesized_numeric_marker_count,server_decode_tokens_per_second,timing_note
qwen3-8b,development-extraction,ok,2405,135,0,3.1724161670000015,4.878598167,4.893007666999999,82,78,76,2,0,77.93937596151888,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,development-summary,ok,2345,437,0,3.0241850840000026,8.624762584000003,8.638282959000001,323,323,323,0,0,77.66773067894957,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H1-extraction,ok,3540,169,0,4.822272791000003,7.032049666000006,7.046501333000002,98,86,86,4,0,75.56229819131744,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H1-summary,ok,3440,422,0,4.652050750000001,10.211326249999999,10.226183625000004,309,309,309,0,0,75.54694372237198,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H2-extraction,ok,3690,182,0,5.0444456249999945,7.432544041,7.447367415999992,100,85,85,5,0,75.36723831953543,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H2-summary,ok,3593,375,0,4.964373709,9.967727291999992,9.98213570899999,295,295,295,0,0,74.54576910903056,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H3-extraction,ok,3329,277,0,4.721455708000008,8.357959625000007,8.372028624999999,190,182,178,4,0,75.61440816109595,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H3-summary,ok,3230,285,0,4.3801787920000095,8.110875667000002,8.125538125000006,215,215,215,0,0,75.85178347841324,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H4-extraction,ok,4122,395,0,5.695319957999999,10.986236625000004,11.00083341700001,258,234,234,8,0,74.27084503633239,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H4-summary,ok,4033,434,0,5.751177624999997,12.135408708,12.154606333000004,305,295,290,5,0,67.63534645073757,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,full-source-control,ok,13738,794,0,25.51172445900002,45.369320000000016,45.399162625,591,591,591,0,0,39.87894502337922,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,merged-summary-synthesis,ok,1714,1576,0,2.6538213749999784,29.16210429199998,29.17923049999999,1144,1126,1117,9,0,59.38254594276766,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
