model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
qwen3-8b,development-extraction,ok,133,3.1724161670000015,3.1724161670000015,4.878598167,1.7061819999999983,4.893007666999999,77.95182460018927,27.18164553409436
qwen3-8b,development-summary,ok,436,3.0241850840000026,3.0241850840000026,8.624762584000003,5.6005775,8.638282959000001,77.84911466719281,50.472993541586064
qwen3-8b,H1-extraction,ok,168,4.822272791000003,4.822272791000003,7.032049666000006,2.209776875000003,7.046501333000002,76.02577522674083,23.84161899086381
qwen3-8b,H1-summary,ok,421,4.652050750000001,4.652050750000001,10.211326249999999,5.559275499999998,10.226183625000004,75.72929242308645,41.168828512992775
qwen3-8b,H2-extraction,ok,181,5.0444456249999945,5.0444456249999945,7.432544041,2.3880984160000054,7.447367415999992,75.79252127438268,24.303890205703826
qwen3-8b,H2-summary,ok,374,4.964373709,4.964373709,9.967727291999992,5.003353582999992,9.98213570899999,74.74986402535058,37.466932017644076
qwen3-8b,H3-extraction,ok,276,4.721455708000008,4.721455708000008,8.357959625000007,3.636503916999999,8.372028624999999,75.89707210536743,32.9669202486751
qwen3-8b,H3-summary,ok,284,4.3801787920000095,4.3801787920000095,8.110875667000002,3.7306968749999925,8.125538125000006,76.12518773721078,34.951531287043196
qwen3-8b,H4-extraction,ok,394,5.695319957999999,5.695319957999999,10.986236625000004,5.290916667000005,11.00083341700001,74.46724732170114,35.815468252717714
qwen3-8b,H4-summary,ok,433,5.751177624999997,5.751177624999997,12.135408708,6.384231083000003,12.154606333000004,67.82335951983269,35.62435410387551
qwen3-8b,merged-summary-synthesis,ok,1575,2.6538213749999784,2.6538213749999784,29.16210429199998,26.508282917000002,29.17923049999999,59.41539121683126,53.97674897561129
qwen3-8b,full-source-control,ok,793,25.51172445900002,25.51172445900002,45.369320000000016,19.857595540999995,45.399162625,39.93434141423075,17.467282525676318
