model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
evo-qwen38-27b,development-extraction,ok,143,7.381079416999999,7.381079416999999,17.072703542,9.691624125,17.141097958,14.755008877317556,8.342522768983992
evo-qwen38-27b,development-summary,ok,419,6.85593325,6.85593325,35.296880957999996,28.440947707999996,35.365626166999995,14.732279820694647,11.847662417213835
evo-qwen38-27b,H1-extraction,ok,264,10.230422583000006,10.230422583000006,28.162882832999998,17.93246024999999,28.231838333,14.721906326266645,9.351144508765914
evo-qwen38-27b,H1-summary,ok,400,10.190910666000008,10.190910666000008,37.576729791000005,27.385819124999998,37.647007458000004,14.60609953546533,10.625014496736576
evo-qwen38-27b,H2-extraction,ok,257,10.821809624999986,10.821809624999986,28.425057332999984,17.603247707999998,28.494416124999987,14.599578683608673,9.019310972107176
evo-qwen38-27b,H2-summary,ok,447,10.345236375000013,10.345236375000013,41.11814291600001,30.772906540999998,41.188026416000014,14.525764714634404,10.852668576184975
evo-qwen38-27b,H3-extraction,ok,249,9.77897225000001,9.77897225000001,27.12673454100002,17.34776229100001,27.197341375000008,14.353436242850803,9.155306637026023
evo-qwen38-27b,H3-summary,ok,429,9.579362791999984,9.579362791999984,39.41502216699999,29.835659375000006,39.48726974999997,14.378767186203671,10.864260879925748
evo-qwen38-27b,H4-extraction,ok,263,12.429240708999998,12.429240708999998,31.032626917000016,18.603386208000018,31.104728542000032,14.137211207651113,8.455306068492991
evo-qwen38-27b,H4-summary,ok,483,12.186679749999996,12.186679749999996,46.36873716600002,34.18205741600002,46.440546332999986,14.130220253328467,10.40039444274985
evo-qwen38-27b,merged-summary-synthesis,ok,1753,5.930285834000017,5.930285834000017,128.70524862500002,122.77496279100001,128.77644216700003,14.278155416622967,13.612738250111557
evo-qwen38-27b,full-source-control,ok,671,46.37441074999998,46.37441074999998,95.99921512500003,49.62480437500005,96.07483525000004,13.521463881841232,6.984138960571361
