model_id,request,status,prompt_tokens,completion_tokens_api,reasoning_characters,first_visible_seconds,last_visible_seconds,wall_seconds,words_whitespace,words_excluding_pdf_markers,prose_words_normalized,pdf_marker_count,parenthesized_numeric_marker_count,server_decode_tokens_per_second,timing_note
gemma4-26b,development-extraction,ok,2451,71,0,2.5307187919997887,3.3192510419994505,3.331436374999612,44,42,41,1,0,87.48370615972775,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,development-summary,ok,2387,321,0,1.9600910829994973,5.588934624999638,5.600705207999454,216,198,189,9,0,87.90576062931734,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H1-extraction,ok,3552,284,0,3.12985395800024,6.368035874999805,6.380797957999675,178,168,163,5,0,87.07657477062399,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H1-summary,ok,3442,337,0,3.058617208999749,6.908355833999849,6.9217316669992215,220,198,187,11,0,87.01730323536032,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H2-extraction,ok,3744,349,0,3.4092587499999354,7.42001587499999,7.433222833999935,232,220,220,4,0,86.51226547531654,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H2-summary,ok,3642,296,0,3.2824318749999293,6.669012416000442,6.681439750000209,201,184,176,8,0,86.80749687198748,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H3-extraction,ok,3369,244,0,2.9455495829997744,5.726757000000362,5.740027583000483,156,148,144,4,0,87.00309773992447,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H3-summary,ok,3262,346,0,2.881148000000394,6.820751791000475,6.8337099159998616,220,199,189,10,0,87.31288153514774,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H4-extraction,ok,4096,228,0,3.5168716250000216,6.190955916000348,6.2033162079997055,145,137,133,4,0,84.51316692802456,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,H4-summary,ok,3998,354,0,3.345655999999508,7.390037208999274,7.402316959000018,228,208,198,10,0,87.02705234689525,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,full-source-control,ok,13773,941,0,13.689155166000091,25.641761458000474,25.65829704099997,656,656,625,0,28,78.63283268756817,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
gemma4-26b,merged-summary-synthesis,ok,1538,1280,0,1.2431546249999883,15.768451083999935,15.782646499999828,857,777,738,39,0,87.9708737309823,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
