model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
nemotron-49b,development-extraction,ok,129,22.748908207999193,22.748908207999193,34.310610958000325,11.561702750001132,34.40671462499995,11.157526083256844,3.7492681706456357
nemotron-49b,development-summary,ok,429,20.42336612500003,20.42336612500003,60.39687258400045,39.97350645900042,60.501447583999834,10.732108288774015,7.09073943072815
nemotron-49b,H1-extraction,ok,538,33.94005733299855,33.94005733299855,88.93245583299904,54.99239850000049,89.04037474999859,9.783170304892142,6.042202781721879
nemotron-49b,H1-summary,ok,428,32.94758541700139,32.94758541700139,77.96673733300122,45.01915191599983,78.07448320799995,9.507064922026855,5.481944707334864
nemotron-49b,H2-extraction,ok,526,36.010516375001316,36.010516375001316,92.38773483300065,56.377218457999334,92.49751562500023,9.330009787408484,5.686639218857384
nemotron-49b,H2-summary,ok,488,35.47358491700106,35.47358491700106,88.02038520899987,52.54680029199881,88.12953620900043,9.286959382649732,5.537303621372761
nemotron-49b,H3-extraction,ok,301,32.65347929199925,32.65347929199925,64.43362541699935,31.7801461250001,64.53886945799968,9.471322089460626,4.663856099863717
nemotron-49b,H3-summary,ok,408,32.25354412500019,32.25354412500019,76.66610766700069,44.4125635420005,76.7819671670004,9.186589727345027,5.313747681309102
nemotron-49b,H4-extraction,ok,494,41.665851959000065,41.665851959000065,94.11775387499983,52.45190191599977,94.22608208400015,9.418152287235017,5.242709758001098
nemotron-49b,H4-summary,ok,431,39.07306166699891,39.07306166699891,84.46319158400001,45.390129917001104,84.5714856249997,9.49545640843312,5.0962803457315
nemotron-49b,merged-summary-synthesis,ok,959,18.80115399999886,18.80115399999886,119.43294908299868,100.63179508299982,119.54360312499921,9.529791247478286,8.02217747274385
nemotron-49b,full-source-control,ok,756,147.35926783299874,147.35926783299874,238.72886179099987,91.36959395800113,238.85214158300005,8.274087333117649,3.165138043098908
