model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
qwen35-122b-iq2xxs,development-extraction,ok,158,6.05049020899969,6.05049020899969,9.903766166999048,3.853275957999358,9.929144208999787,41.004070749719794,15.912751056308421
qwen35-122b-iq2xxs,development-summary,ok,326,5.679841291001139,5.679841291001139,13.7216944160009,8.041853124999761,13.74725408300037,40.5379201699869,23.713826632703782
qwen35-122b-iq2xxs,H1-extraction,ok,242,8.711481333999473,8.711481333999473,14.699753416998647,5.988272082999174,14.725614208999104,40.41232539968298,16.43394948185653
qwen35-122b-iq2xxs,H1-summary,ok,351,8.526105334000022,8.526105334000022,17.68324025000038,9.15713491600036,17.710848417000307,38.33076647005539,19.818361703275706
qwen35-122b-iq2xxs,H2-extraction,ok,275,9.583917207999548,9.583917207999548,17.065103708000606,7.4811865000010584,17.094692374999795,36.75887507950257,16.086864505510196
qwen35-122b-iq2xxs,H2-summary,ok,345,9.195518291000553,9.195518291000553,18.946089749999373,9.75057145899882,18.975521291000405,35.38254157212487,18.18131869524051
qwen35-122b-iq2xxs,H3-extraction,ok,191,8.919029500000761,8.919029500000761,14.33859570900131,5.41956620900055,14.368841500001508,35.242673054311354,13.292651324741799
qwen35-122b-iq2xxs,H3-summary,ok,293,8.686839750000217,8.686839750000217,17.377394207998805,8.690554457998587,17.408399250000002,33.71476485373491,16.830955896189018
qwen35-122b-iq2xxs,H4-extraction,ok,261,11.597181667000768,11.597181667000768,19.53969433400016,7.9425126669993915,19.574310875001174,32.861137393514966,13.333802741088036
qwen35-122b-iq2xxs,H4-summary,ok,467,11.505053333001342,11.505053333001342,25.98496404100115,14.479910707999807,26.018182333000368,32.251580097244215,17.948986367417252
qwen35-122b-iq2xxs,merged-summary-synthesis,ok,1458,4.861636499999804,4.861636499999804,49.405468875000224,44.54383237500042,49.437734417000684,32.731804208617696,29.4916427136803
qwen35-122b-iq2xxs,full-source-control,ok,691,42.1792609160002,42.1792609160002,64.75958637500116,22.58032545900096,64.79251000000113,30.6018618400628,10.664812954460137
