0.00.274.746 I load_tensors: offloaded 37/37 layers to GPU
0.00.274.747 I load_tensors:   CPU_Mapped model buffer size =   333.84 MiB
0.00.274.747 I load_tensors:  MTL0_Mapped model buffer size =  4789.19 MiB
0.00.275.810 I llama_context: n_ctx                 = 32768
0.00.275.910 I llama_context:        CPU  output buffer size =     0.58 MiB
0.00.368.465 I llama_kv_cache:       MTL0 KV buffer size =  4608.00 MiB
0.00.504.028 I sched_reserve:       MTL0 compute buffer size =   202.37 MiB
0.00.504.029 I sched_reserve:        CPU compute buffer size =    48.01 MiB
0.00.576.991 I slot   load_model: id  0 | task -1 | new slot, n_ctx = 32768
0.05.213.700 D slot handle_last_: id  0 | task 0 | slot decode token, id=785, n_ctx = 32768, n_tokens = 3440, truncated = 0
0.05.228.807 D slot handle_last_: id  0 | task 0 | slot decode token, id=1467, n_ctx = 32768, n_tokens = 3441, truncated = 0
0.05.241.960 D slot handle_last_: id  0 | task 0 | slot decode token, id=12033, n_ctx = 32768, n_tokens = 3442, truncated = 0
0.05.254.972 D slot handle_last_: id  0 | task 0 | slot decode token, id=553, n_ctx = 32768, n_tokens = 3443, truncated = 0
0.05.268.097 D slot handle_last_: id  0 | task 0 | slot decode token, id=38586, n_ctx = 32768, n_tokens = 3444, truncated = 0
0.05.281.260 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3445, truncated = 0
0.05.294.487 D slot handle_last_: id  0 | task 0 | slot decode token, id=1652, n_ctx = 32768, n_tokens = 3446, truncated = 0
0.05.307.540 D slot handle_last_: id  0 | task 0 | slot decode token, id=66, n_ctx = 32768, n_tokens = 3447, truncated = 0
0.05.320.611 D slot handle_last_: id  0 | task 0 | slot decode token, id=1835, n_ctx = 32768, n_tokens = 3448, truncated = 0
0.05.333.679 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 3449, truncated = 0
0.05.346.882 D slot handle_last_: id  0 | task 0 | slot decode token, id=19305, n_ctx = 32768, n_tokens = 3450, truncated = 0
0.05.360.090 D slot handle_last_: id  0 | task 0 | slot decode token, id=482, n_ctx = 32768, n_tokens = 3451, truncated = 0
0.05.373.091 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 3452, truncated = 0
0.05.386.266 D slot handle_last_: id  0 | task 0 | slot decode token, id=30592, n_ctx = 32768, n_tokens = 3453, truncated = 0
0.05.399.403 D slot handle_last_: id  0 | task 0 | slot decode token, id=91187, n_ctx = 32768, n_tokens = 3454, truncated = 0
0.05.412.359 D slot handle_last_: id  0 | task 0 | slot decode token, id=1164, n_ctx = 32768, n_tokens = 3455, truncated = 0
0.05.425.515 D slot handle_last_: id  0 | task 0 | slot decode token, id=438, n_ctx = 32768, n_tokens = 3456, truncated = 0
0.05.438.679 D slot handle_last_: id  0 | task 0 | slot decode token, id=264, n_ctx = 32768, n_tokens = 3457, truncated = 0
0.05.451.901 D slot handle_last_: id  0 | task 0 | slot decode token, id=8622, n_ctx = 32768, n_tokens = 3458, truncated = 0
0.05.465.056 D slot handle_last_: id  0 | task 0 | slot decode token, id=6277, n_ctx = 32768, n_tokens = 3459, truncated = 0
0.05.478.090 D slot handle_last_: id  0 | task 0 | slot decode token, id=18719, n_ctx = 32768, n_tokens = 3460, truncated = 0
0.05.491.351 D slot handle_last_: id  0 | task 0 | slot decode token, id=369, n_ctx = 32768, n_tokens = 3461, truncated = 0
0.05.504.397 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3462, truncated = 0
0.05.517.505 D slot handle_last_: id  0 | task 0 | slot decode token, id=59869, n_ctx = 32768, n_tokens = 3463, truncated = 0
0.05.530.574 D slot handle_last_: id  0 | task 0 | slot decode token, id=596, n_ctx = 32768, n_tokens = 3464, truncated = 0
0.05.543.591 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3465, truncated = 0
0.05.556.800 D slot handle_last_: id  0 | task 0 | slot decode token, id=1096, n_ctx = 32768, n_tokens = 3466, truncated = 0
0.05.570.019 D slot handle_last_: id  0 | task 0 | slot decode token, id=374, n_ctx = 32768, n_tokens = 3467, truncated = 0
0.05.583.108 D slot handle_last_: id  0 | task 0 | slot decode token, id=8110, n_ctx = 32768, n_tokens = 3468, truncated = 0
0.05.596.283 D slot handle_last_: id  0 | task 0 | slot decode token, id=553, n_ctx = 32768, n_tokens = 3469, truncated = 0
0.05.609.584 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3470, truncated = 0
0.05.622.826 D slot handle_last_: id  0 | task 0 | slot decode token, id=18647, n_ctx = 32768, n_tokens = 3471, truncated = 0
0.05.635.836 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 3472, truncated = 0
0.05.649.018 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3473, truncated = 0
0.05.661.971 D slot handle_last_: id  0 | task 0 | slot decode token, id=472, n_ctx = 32768, n_tokens = 3474, truncated = 0
0.05.674.938 D slot handle_last_: id  0 | task 0 | slot decode token, id=10862, n_ctx = 32768, n_tokens = 3475, truncated = 0
0.05.687.925 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 3476, truncated = 0
0.05.701.085 D slot handle_last_: id  0 | task 0 | slot decode token, id=220, n_ctx = 32768, n_tokens = 3477, truncated = 0
0.05.714.258 D slot handle_last_: id  0 | task 0 | slot decode token, id=18, n_ctx = 32768, n_tokens = 3478, truncated = 0
0.05.727.249 D slot handle_last_: id  0 | task 0 | slot decode token, id=22, n_ctx = 32768, n_tokens = 3479, truncated = 0
0.05.740.379 D slot handle_last_: id  0 | task 0 | slot decode token, id=17, n_ctx = 32768, n_tokens = 3480, truncated = 0
0.05.753.361 D slot handle_last_: id  0 | task 0 | slot decode token, id=26711, n_ctx = 32768, n_tokens = 3481, truncated = 0
0.05.766.572 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3482, truncated = 0
0.05.779.643 D slot handle_last_: id  0 | task 0 | slot decode token, id=879, n_ctx = 32768, n_tokens = 3483, truncated = 0
0.05.792.667 D slot handle_last_: id  0 | task 0 | slot decode token, id=6009, n_ctx = 32768, n_tokens = 3484, truncated = 0
0.05.805.702 D slot handle_last_: id  0 | task 0 | slot decode token, id=862, n_ctx = 32768, n_tokens = 3485, truncated = 0
0.05.818.837 D slot handle_last_: id  0 | task 0 | slot decode token, id=9710, n_ctx = 32768, n_tokens = 3486, truncated = 0
0.05.832.040 D slot handle_last_: id  0 | task 0 | slot decode token, id=1606, n_ctx = 32768, n_tokens = 3487, truncated = 0
0.05.845.049 D slot handle_last_: id  0 | task 0 | slot decode token, id=11912, n_ctx = 32768, n_tokens = 3488, truncated = 0
0.05.858.214 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3489, truncated = 0
0.05.871.461 D slot handle_last_: id  0 | task 0 | slot decode token, id=1156, n_ctx = 32768, n_tokens = 3490, truncated = 0
0.05.884.717 D slot handle_last_: id  0 | task 0 | slot decode token, id=53116, n_ctx = 32768, n_tokens = 3491, truncated = 0
0.05.897.897 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3492, truncated = 0
0.05.910.925 D slot handle_last_: id  0 | task 0 | slot decode token, id=1674, n_ctx = 32768, n_tokens = 3493, truncated = 0
0.05.924.064 D slot handle_last_: id  0 | task 0 | slot decode token, id=596, n_ctx = 32768, n_tokens = 3494, truncated = 0
0.05.937.248 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3495, truncated = 0
0.05.950.443 D slot handle_last_: id  0 | task 0 | slot decode token, id=1221, n_ctx = 32768, n_tokens = 3496, truncated = 0
0.05.963.661 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3497, truncated = 0
0.05.976.830 D slot handle_last_: id  0 | task 0 | slot decode token, id=65435, n_ctx = 32768, n_tokens = 3498, truncated = 0
0.05.989.753 D slot handle_last_: id  0 | task 0 | slot decode token, id=299, n_ctx = 32768, n_tokens = 3499, truncated = 0
0.06.002.978 D slot handle_last_: id  0 | task 0 | slot decode token, id=3346, n_ctx = 32768, n_tokens = 3500, truncated = 0
0.06.016.130 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3501, truncated = 0
0.06.029.292 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3502, truncated = 0
0.06.042.455 D slot handle_last_: id  0 | task 0 | slot decode token, id=576, n_ctx = 32768, n_tokens = 3503, truncated = 0
0.06.055.593 D slot handle_last_: id  0 | task 0 | slot decode token, id=65435, n_ctx = 32768, n_tokens = 3504, truncated = 0
0.06.068.620 D slot handle_last_: id  0 | task 0 | slot decode token, id=299, n_ctx = 32768, n_tokens = 3505, truncated = 0
0.06.081.638 D slot handle_last_: id  0 | task 0 | slot decode token, id=3346, n_ctx = 32768, n_tokens = 3506, truncated = 0
0.06.094.651 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3507, truncated = 0
0.06.107.900 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3508, truncated = 0
0.06.121.051 D slot handle_last_: id  0 | task 0 | slot decode token, id=7481, n_ctx = 32768, n_tokens = 3509, truncated = 0
0.06.134.076 D slot handle_last_: id  0 | task 0 | slot decode token, id=438, n_ctx = 32768, n_tokens = 3510, truncated = 0
0.06.147.142 D slot handle_last_: id  0 | task 0 | slot decode token, id=41342, n_ctx = 32768, n_tokens = 3511, truncated = 0
0.06.160.059 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3512, truncated = 0
0.06.173.190 D slot handle_last_: id  0 | task 0 | slot decode token, id=12409, n_ctx = 32768, n_tokens = 3513, truncated = 0
0.06.186.319 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3514, truncated = 0
0.06.199.542 D slot handle_last_: id  0 | task 0 | slot decode token, id=1033, n_ctx = 32768, n_tokens = 3515, truncated = 0
0.06.212.744 D slot handle_last_: id  0 | task 0 | slot decode token, id=32645, n_ctx = 32768, n_tokens = 3516, truncated = 0
0.06.225.963 D slot handle_last_: id  0 | task 0 | slot decode token, id=323, n_ctx = 32768, n_tokens = 3517, truncated = 0
0.06.239.111 D slot handle_last_: id  0 | task 0 | slot decode token, id=9575, n_ctx = 32768, n_tokens = 3518, truncated = 0
0.06.252.198 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3519, truncated = 0
0.06.265.309 D slot handle_last_: id  0 | task 0 | slot decode token, id=3635, n_ctx = 32768, n_tokens = 3520, truncated = 0
0.06.278.378 D slot handle_last_: id  0 | task 0 | slot decode token, id=472, n_ctx = 32768, n_tokens = 3521, truncated = 0
0.06.291.541 D slot handle_last_: id  0 | task 0 | slot decode token, id=10862, n_ctx = 32768, n_tokens = 3522, truncated = 0
0.06.304.574 D slot handle_last_: id  0 | task 0 | slot decode token, id=6, n_ctx = 32768, n_tokens = 3523, truncated = 0
0.06.317.842 D slot handle_last_: id  0 | task 0 | slot decode token, id=348, n_ctx = 32768, n_tokens = 3524, truncated = 0
0.06.331.033 D slot handle_last_: id  0 | task 0 | slot decode token, id=395, n_ctx = 32768, n_tokens = 3525, truncated = 0
0.06.344.222 D slot handle_last_: id  0 | task 0 | slot decode token, id=1127, n_ctx = 32768, n_tokens = 3526, truncated = 0
0.06.357.425 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3527, truncated = 0
0.06.370.542 D slot handle_last_: id  0 | task 0 | slot decode token, id=448, n_ctx = 32768, n_tokens = 3528, truncated = 0
0.06.383.671 D slot handle_last_: id  0 | task 0 | slot decode token, id=264, n_ctx = 32768, n_tokens = 3529, truncated = 0
0.06.396.726 D slot handle_last_: id  0 | task 0 | slot decode token, id=1299, n_ctx = 32768, n_tokens = 3530, truncated = 0
0.06.409.826 D slot handle_last_: id  0 | task 0 | slot decode token, id=51885, n_ctx = 32768, n_tokens = 3531, truncated = 0
0.06.422.950 D slot handle_last_: id  0 | task 0 | slot decode token, id=49287, n_ctx = 32768, n_tokens = 3532, truncated = 0
0.06.436.049 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3533, truncated = 0
0.06.449.244 D slot handle_last_: id  0 | task 0 | slot decode token, id=9736, n_ctx = 32768, n_tokens = 3534, truncated = 0
0.06.462.090 D slot handle_last_: id  0 | task 0 | slot decode token, id=610, n_ctx = 32768, n_tokens = 3535, truncated = 0
0.06.475.012 D slot handle_last_: id  0 | task 0 | slot decode token, id=685, n_ctx = 32768, n_tokens = 3536, truncated = 0
0.06.487.877 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3537, truncated = 0
0.06.501.030 D slot handle_last_: id  0 | task 0 | slot decode token, id=576, n_ctx = 32768, n_tokens = 3538, truncated = 0
0.06.514.199 D slot handle_last_: id  0 | task 0 | slot decode token, id=472, n_ctx = 32768, n_tokens = 3539, truncated = 0
0.06.527.331 D slot handle_last_: id  0 | task 0 | slot decode token, id=10862, n_ctx = 32768, n_tokens = 3540, truncated = 0
0.06.540.484 D slot handle_last_: id  0 | task 0 | slot decode token, id=1221, n_ctx = 32768, n_tokens = 3541, truncated = 0
0.06.553.597 D slot handle_last_: id  0 | task 0 | slot decode token, id=6519, n_ctx = 32768, n_tokens = 3542, truncated = 0
0.06.566.767 D slot handle_last_: id  0 | task 0 | slot decode token, id=389, n_ctx = 32768, n_tokens = 3543, truncated = 0
0.06.579.928 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3544, truncated = 0
0.06.593.115 D slot handle_last_: id  0 | task 0 | slot decode token, id=7656, n_ctx = 32768, n_tokens = 3545, truncated = 0
0.06.606.093 D slot handle_last_: id  0 | task 0 | slot decode token, id=7836, n_ctx = 32768, n_tokens = 3546, truncated = 0
0.06.619.265 D slot handle_last_: id  0 | task 0 | slot decode token, id=16896, n_ctx = 32768, n_tokens = 3547, truncated = 0
0.06.632.474 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3548, truncated = 0
0.06.645.658 D slot handle_last_: id  0 | task 0 | slot decode token, id=24913, n_ctx = 32768, n_tokens = 3549, truncated = 0
0.06.658.748 D slot handle_last_: id  0 | task 0 | slot decode token, id=1105, n_ctx = 32768, n_tokens = 3550, truncated = 0
0.06.671.847 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3551, truncated = 0
0.06.685.081 D slot handle_last_: id  0 | task 0 | slot decode token, id=30014, n_ctx = 32768, n_tokens = 3552, truncated = 0
0.06.698.124 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3553, truncated = 0
0.06.711.267 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3554, truncated = 0
0.06.724.294 D slot handle_last_: id  0 | task 0 | slot decode token, id=11563, n_ctx = 32768, n_tokens = 3555, truncated = 0
0.06.737.539 D slot handle_last_: id  0 | task 0 | slot decode token, id=3760, n_ctx = 32768, n_tokens = 3556, truncated = 0
0.06.750.645 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3557, truncated = 0
0.06.763.712 D slot handle_last_: id  0 | task 0 | slot decode token, id=1380, n_ctx = 32768, n_tokens = 3558, truncated = 0
0.06.776.874 D slot handle_last_: id  0 | task 0 | slot decode token, id=807, n_ctx = 32768, n_tokens = 3559, truncated = 0
0.06.789.953 D slot handle_last_: id  0 | task 0 | slot decode token, id=16105, n_ctx = 32768, n_tokens = 3560, truncated = 0
0.06.803.140 D slot handle_last_: id  0 | task 0 | slot decode token, id=7882, n_ctx = 32768, n_tokens = 3561, truncated = 0
0.06.816.177 D slot handle_last_: id  0 | task 0 | slot decode token, id=311, n_ctx = 32768, n_tokens = 3562, truncated = 0
0.06.829.488 D slot handle_last_: id  0 | task 0 | slot decode token, id=5312, n_ctx = 32768, n_tokens = 3563, truncated = 0
0.06.842.663 D slot handle_last_: id  0 | task 0 | slot decode token, id=1119, n_ctx = 32768, n_tokens = 3564, truncated = 0
0.06.855.852 D slot handle_last_: id  0 | task 0 | slot decode token, id=12751, n_ctx = 32768, n_tokens = 3565, truncated = 0
0.06.868.925 D slot handle_last_: id  0 | task 0 | slot decode token, id=17971, n_ctx = 32768, n_tokens = 3566, truncated = 0
0.06.882.074 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3567, truncated = 0
0.06.895.166 D slot handle_last_: id  0 | task 0 | slot decode token, id=576, n_ctx = 32768, n_tokens = 3568, truncated = 0
0.06.908.303 D slot handle_last_: id  0 | task 0 | slot decode token, id=1467, n_ctx = 32768, n_tokens = 3569, truncated = 0
