0.00.277.096 I load_tensors: offloaded 37/37 layers to GPU
0.00.277.097 I load_tensors:   CPU_Mapped model buffer size =   333.84 MiB
0.00.277.098 I load_tensors:  MTL0_Mapped model buffer size =  4789.19 MiB
0.00.278.090 I llama_context: n_ctx                 = 32768
0.00.278.206 I llama_context:        CPU  output buffer size =     0.58 MiB
0.00.367.595 I llama_kv_cache:       MTL0 KV buffer size =  4608.00 MiB
0.00.497.164 I sched_reserve:       MTL0 compute buffer size =   202.37 MiB
0.00.497.165 I sched_reserve:        CPU compute buffer size =    48.01 MiB
0.00.567.929 I slot   load_model: id  0 | task -1 | new slot, n_ctx = 32768
0.05.228.243 D slot handle_last_: id  0 | task 0 | slot decode token, id=785, n_ctx = 32768, n_tokens = 3440, truncated = 0
0.05.243.458 D slot handle_last_: id  0 | task 0 | slot decode token, id=1467, n_ctx = 32768, n_tokens = 3441, truncated = 0
0.05.256.525 D slot handle_last_: id  0 | task 0 | slot decode token, id=12033, n_ctx = 32768, n_tokens = 3442, truncated = 0
0.05.269.542 D slot handle_last_: id  0 | task 0 | slot decode token, id=553, n_ctx = 32768, n_tokens = 3443, truncated = 0
0.05.282.596 D slot handle_last_: id  0 | task 0 | slot decode token, id=38586, n_ctx = 32768, n_tokens = 3444, truncated = 0
0.05.295.744 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3445, truncated = 0
0.05.308.988 D slot handle_last_: id  0 | task 0 | slot decode token, id=1652, n_ctx = 32768, n_tokens = 3446, truncated = 0
0.05.322.141 D slot handle_last_: id  0 | task 0 | slot decode token, id=66, n_ctx = 32768, n_tokens = 3447, truncated = 0
0.05.335.312 D slot handle_last_: id  0 | task 0 | slot decode token, id=1835, n_ctx = 32768, n_tokens = 3448, truncated = 0
0.05.348.520 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 3449, truncated = 0
0.05.361.726 D slot handle_last_: id  0 | task 0 | slot decode token, id=19305, n_ctx = 32768, n_tokens = 3450, truncated = 0
0.05.374.657 D slot handle_last_: id  0 | task 0 | slot decode token, id=482, n_ctx = 32768, n_tokens = 3451, truncated = 0
0.05.387.670 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 3452, truncated = 0
0.05.400.823 D slot handle_last_: id  0 | task 0 | slot decode token, id=30592, n_ctx = 32768, n_tokens = 3453, truncated = 0
0.05.413.844 D slot handle_last_: id  0 | task 0 | slot decode token, id=91187, n_ctx = 32768, n_tokens = 3454, truncated = 0
0.05.426.920 D slot handle_last_: id  0 | task 0 | slot decode token, id=1164, n_ctx = 32768, n_tokens = 3455, truncated = 0
0.05.439.987 D slot handle_last_: id  0 | task 0 | slot decode token, id=438, n_ctx = 32768, n_tokens = 3456, truncated = 0
0.05.453.153 D slot handle_last_: id  0 | task 0 | slot decode token, id=264, n_ctx = 32768, n_tokens = 3457, truncated = 0
0.05.466.181 D slot handle_last_: id  0 | task 0 | slot decode token, id=8622, n_ctx = 32768, n_tokens = 3458, truncated = 0
0.05.479.425 D slot handle_last_: id  0 | task 0 | slot decode token, id=6277, n_ctx = 32768, n_tokens = 3459, truncated = 0
0.05.492.554 D slot handle_last_: id  0 | task 0 | slot decode token, id=18719, n_ctx = 32768, n_tokens = 3460, truncated = 0
0.05.505.672 D slot handle_last_: id  0 | task 0 | slot decode token, id=369, n_ctx = 32768, n_tokens = 3461, truncated = 0
0.05.518.742 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3462, truncated = 0
0.05.531.679 D slot handle_last_: id  0 | task 0 | slot decode token, id=59869, n_ctx = 32768, n_tokens = 3463, truncated = 0
0.05.544.855 D slot handle_last_: id  0 | task 0 | slot decode token, id=596, n_ctx = 32768, n_tokens = 3464, truncated = 0
0.05.558.001 D slot handle_last_: id  0 | task 0 | slot decode token, id=13, n_ctx = 32768, n_tokens = 3465, truncated = 0
0.05.571.018 D slot handle_last_: id  0 | task 0 | slot decode token, id=1096, n_ctx = 32768, n_tokens = 3466, truncated = 0
0.05.584.180 D slot handle_last_: id  0 | task 0 | slot decode token, id=374, n_ctx = 32768, n_tokens = 3467, truncated = 0
0.05.597.291 D slot handle_last_: id  0 | task 0 | slot decode token, id=8110, n_ctx = 32768, n_tokens = 3468, truncated = 0
0.05.610.457 D slot handle_last_: id  0 | task 0 | slot decode token, id=553, n_ctx = 32768, n_tokens = 3469, truncated = 0
0.05.623.435 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3470, truncated = 0
0.05.636.604 D slot handle_last_: id  0 | task 0 | slot decode token, id=18647, n_ctx = 32768, n_tokens = 3471, truncated = 0
0.05.649.815 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 32768, n_tokens = 3472, truncated = 0
0.05.663.032 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 32768, n_tokens = 3473, truncated = 0
0.05.676.124 D slot handle_last_: id  0 | task 0 | slot decode token, id=472, n_ctx = 32768, n_tokens = 3474, truncated = 0
0.05.689.185 D slot handle_last_: id  0 | task 0 | slot decode token, id=10862, n_ctx = 32768, n_tokens = 3475, truncated = 0
0.05.702.258 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 32768, n_tokens = 3476, truncated = 0
0.05.715.435 D slot handle_last_: id  0 | task 0 | slot decode token, id=220, n_ctx = 32768, n_tokens = 3477, truncated = 0
0.05.728.547 D slot handle_last_: id  0 | task 0 | slot decode token, id=18, n_ctx = 32768, n_tokens = 3478, truncated = 0
0.05.741.650 D slot handle_last_: id  0 | task 0 | slot decode token, id=22, n_ctx = 32768, n_tokens = 3479, truncated = 0
0.05.754.824 D slot handle_last_: id  0 | task 0 | slot decode token, id=17, n_ctx = 32768, n_tokens = 3480, truncated = 0
0.05.767.944 D slot handle_last_: id  0 | task 0 | slot decode token, id=26711, n_ctx = 32768, n_tokens = 3481, truncated = 0
0.05.781.150 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3482, truncated = 0
0.05.794.110 D slot handle_last_: id  0 | task 0 | slot decode token, id=879, n_ctx = 32768, n_tokens = 3483, truncated = 0
0.05.807.206 D slot handle_last_: id  0 | task 0 | slot decode token, id=6009, n_ctx = 32768, n_tokens = 3484, truncated = 0
0.05.820.222 D slot handle_last_: id  0 | task 0 | slot decode token, id=862, n_ctx = 32768, n_tokens = 3485, truncated = 0
0.05.833.366 D slot handle_last_: id  0 | task 0 | slot decode token, id=9710, n_ctx = 32768, n_tokens = 3486, truncated = 0
0.05.846.461 D slot handle_last_: id  0 | task 0 | slot decode token, id=1606, n_ctx = 32768, n_tokens = 3487, truncated = 0
0.05.859.636 D slot handle_last_: id  0 | task 0 | slot decode token, id=11912, n_ctx = 32768, n_tokens = 3488, truncated = 0
0.05.872.624 D slot handle_last_: id  0 | task 0 | slot decode token, id=11, n_ctx = 32768, n_tokens = 3489, truncated = 0
0.05.885.852 D slot handle_last_: id  0 | task 0 | slot decode token, id=1156, n_ctx = 32768, n_tokens = 3490, truncated = 0
0.05.898.840 D slot handle_last_: id  0 | task 0 | slot decode token, id=53116, n_ctx = 32768, n_tokens = 3491, truncated = 0
