model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
qwen36-35b,development-extraction,ok,195,2.275525332999999,2.275525332999999,6.286742540999999,4.011217208,6.311286499999998,48.61367258075445,30.897028680285718
qwen36-35b,development-summary,ok,348,1.8478815419999997,1.8478815419999997,8.849169832999998,7.001288290999998,8.871237041999997,49.70513790259806,39.227900049612956
qwen36-35b,H1-extraction,ok,291,2.8818340829999975,2.8818340829999975,8.926674166999998,6.0448400840000005,8.951010125,48.14023133055971,32.51029726658923
qwen36-35b,H1-summary,ok,363,2.792665416999995,2.792665416999995,10.337642584000001,7.544977167000006,10.359807959000001,48.11147760495267,35.03925955351775
qwen36-35b,H2-extraction,ok,292,2.976782125000007,2.976782125000007,8.987248458000003,6.0104663329999966,9.009918083000002,48.581920906335796,32.40872972540653
qwen36-35b,H2-summary,ok,380,2.920203416999996,2.920203416999996,10.858074000000002,7.937870583000006,10.881136709000003,47.87178072842608,34.922821959004935
qwen36-35b,H3-extraction,ok,187,2.757472750000005,2.757472750000005,6.534334541999996,3.776861791999991,6.555817625000003,49.512005018583544,28.5242834222375
qwen36-35b,H3-summary,ok,372,2.5875453329999942,2.5875453329999942,10.270310957999996,7.682765625000002,10.292776666999998,48.42006357573871,36.141850934420944
qwen36-35b,H4-extraction,ok,249,3.408008499999994,3.408008499999994,8.546960208000002,5.138951708000008,8.569021041,48.45346174636589,29.058161814356083
qwen36-35b,H4-summary,ok,386,3.2837787090000035,3.2837787090000035,11.425470083999997,8.141691374999994,11.448530667,47.41029624203857,33.71611704833283
qwen36-35b,merged-summary-synthesis,ok,1502,1.452481249999991,1.452481249999991,33.38774733300001,31.935266083000016,33.409061875000006,47.032643977234756,44.957862199774794
qwen36-35b,full-source-control,ok,779,14.668311541999998,14.668311541999998,32.744790459,18.076478917000003,32.770483583999976,43.094675881119215,23.771391655030165
