model_id,request,status,prompt_tokens,completion_tokens_api,reasoning_characters,first_visible_seconds,last_visible_seconds,wall_seconds,words_whitespace,words_excluding_pdf_markers,prose_words_normalized,pdf_marker_count,parenthesized_numeric_marker_count,server_decode_tokens_per_second,timing_note
qwen3-8b,development-extraction,ok,2405,135,0,3.349599749999925,5.471226708999893,5.493518125000264,82,78,76,2,0,62.50778431828963,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,development-summary,ok,2345,437,0,4.775761124999917,15.936435250000159,15.96179600000005,323,323,323,0,0,38.9778261762386,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H1-extraction,ok,3540,169,0,7.205687417000263,10.930275167000218,10.956078042000172,98,86,86,4,0,44.8043251108507,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H1-summary,ok,3440,422,0,6.59657312499985,16.38119395800004,16.397301667000193,309,309,309,0,0,42.959889443081664,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H2-extraction,ok,3690,182,0,6.911816374999944,10.99844954199989,11.02408424999976,100,85,85,5,0,44.027306659920676,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H2-summary,ok,3593,375,0,7.089411584000118,15.91201987500017,15.94450441700019,295,295,295,0,0,42.243820034097766,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H3-extraction,ok,3329,277,0,6.9789587079999365,13.428327332999743,13.448580624999977,190,182,178,4,0,42.6743389768085,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H3-summary,ok,3230,285,0,6.567080583000006,13.398611000000074,13.428442040999926,215,215,215,0,0,41.40444459217861,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H4-extraction,ok,4122,395,0,8.273260334000042,18.983851250000043,19.00783575000014,258,234,234,8,0,36.71177307428115,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,H4-summary,ok,4033,434,0,8.406462291000025,19.449275832999774,19.48097125000004,305,295,290,5,0,39.09794450457622,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,full-source-control,ok,13738,794,0,38.59159737500022,63.723751625000205,63.75764095800014,591,591,591,0,0,31.512988656476512,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
qwen3-8b,merged-summary-synthesis,ok,1714,1576,0,3.3915073749999465,43.240717166000195,43.26494645799994,1144,1126,1117,9,0,39.50049009449345,"Application request with prefix-cache reuse; downloads continued. API completion tokens can include control tokens. Not matched synthetic throughput or factual accuracy. Normalized prose removes PDF markers, numeric parenthetical references, Markdown styling and punctuation-only tokens. Parenthesized numbers can be ambiguous; source support requires separate review."
