model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
qwen3-8b,development-extraction,ok,133,3.349599749999925,3.349599749999925,5.471226708999893,2.1216269589999683,5.493518125000264,62.68774038518521,24.21035063027003
qwen3-8b,development-summary,ok,436,4.775761124999917,4.775761124999917,15.936435250000159,11.160674125000241,15.96179600000005,39.06574057416004,27.315221921142122
qwen3-8b,H1-extraction,ok,168,7.205687417000263,7.205687417000263,10.930275167000218,3.724587749999955,10.956078042000172,45.10566303613118,15.333954299702073
qwen3-8b,H1-summary,ok,421,6.59657312499985,6.59657312499985,16.38119395800004,9.78462083300019,16.397301667000193,43.026705601111345,25.674956072026692
qwen3-8b,H2-extraction,ok,181,6.911816374999944,6.911816374999944,10.99844954199989,4.086633166999945,11.02408424999976,44.29073826875306,16.418597308887943
qwen3-8b,H2-summary,ok,374,7.089411584000118,7.089411584000118,15.91201987500017,8.822608291000051,15.94450441700019,42.391092029045154,23.456357765578307
qwen3-8b,H3-extraction,ok,276,6.9789587079999365,6.9789587079999365,13.428327332999743,6.449368624999806,13.448580624999977,42.7948867630447,20.522611842541597
qwen3-8b,H3-summary,ok,284,6.567080583000006,6.567080583000006,13.398611000000074,6.831530417000067,13.428442040999926,41.57194401027245,21.149139947351067
qwen3-8b,H4-extraction,ok,394,8.273260334000042,8.273260334000042,18.983851250000043,10.710590916000001,19.00783575000014,36.786018912497504,20.728293593340688
qwen3-8b,H4-summary,ok,433,8.406462291000025,8.406462291000025,19.449275832999774,11.042813541999749,19.48097125000004,39.21102157101059,22.226817874904423
qwen3-8b,merged-summary-synthesis,ok,1575,3.3915073749999465,3.3915073749999465,43.240717166000195,39.84920979100025,43.26494645799994,39.52399578964063,36.40360450992245
qwen3-8b,full-source-control,ok,793,38.59159737500022,38.59159737500022,63.723751625000205,25.132154249999985,63.75764095800014,31.553204397510033,12.437724923392048
