elapsed_seconds,swap_used_bytes,pages_free_bytes,pages_active_bytes,pages_inactive_bytes,pages_speculative_bytes,pages_wired_down_bytes,pages_occupied_by_compressor_bytes,pageins_bytes,pageouts_bytes,swapins_bytes,swapouts_bytes,process_rss_bytes,ac_connected
0,0.0,171409408,19096174592,28753674240,92864512,2410364928,23461888,31467438080,393216,0,0,0,True
0.001,0.0,167854080,19096141824,28753674240,92979200,2410496000,23461888,31467520000,393216,0,0,8568832,True
2.021,0.0,71434240,15173632000,13160890368,2040823808,20076707840,23576576,31470043136,27279360,0,0,17325817856,True
4.045,0.0,417415168,15136899072,13096239104,2001895424,19872514048,23494656,31470452736,27279360,0,0,17256349696,True
6.075,0.0,420347904,15122694144,13105070080,2003730432,19878264832,23035904,31473352704,27279360,0,0,17256038400,True
8.103,0.0,433127424,15176974336,13156417536,2020442112,19743408128,23019520,31473418240,27279360,0,0,17256022016,True
10.131,0.0,451559424,15154135040,13108658176,2026979328,19780943872,22921216,31473582080,27279360,0,0,17256022016,True
12.16,0.0,464896000,15165046784,13104267264,2046050304,19740114944,22921216,31473647616,27279360,0,0,17256022016,True
14.179,0.0,406274048,15079063552,13089669120,2075459584,19870924800,22921216,31473713152,27279360,0,0,17256022016,True
16.202,0.0,416825344,15184248832,13084491776,2097070080,19740098560,22921216,31473778688,27279360,0,0,17256022016,True
18.229,0.0,354713600,15096348672,13074481152,2127446016,19871350784,22921216,31473844224,27279360,0,0,17256022016,True
20.256,0.0,353058816,15196979200,13074268160,2157346816,19740147712,22921216,31473909760,27279360,0,0,17256022016,True
22.281,0.0,895991808,22280339456,22750068736,2177695744,2409611264,22855680,31474040832,27279360,0,0,0,True
