model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
evo-gemma26,development-extraction,ok,129,1.7034188340000007,1.7034188340000007,3.873247749999999,2.1698289159999984,3.8949697499999996,59.45169181255399,33.11964104470901
evo-gemma26,development-summary,ok,290,1.61152725,1.61152725,6.497442249999999,4.885914999999999,6.514893666999999,59.35428676102635,44.51338959973236
evo-gemma26,H1-extraction,ok,281,2.4500407909999993,2.4500407909999993,7.260579083,4.810538292,7.278396875000002,58.413421314472714,38.60740281492274
evo-gemma26,H1-summary,ok,375,2.378323250000001,2.378323250000001,8.781770292000001,6.403447042,8.799398292000003,58.562208376267854,42.616550309006044
evo-gemma26,H2-extraction,ok,298,2.6127477920000004,2.6127477920000004,7.7251609579999965,5.112413165999996,7.742979124999998,58.28949858392573,38.48647854904298
evo-gemma26,H2-summary,ok,298,2.5258474170000014,2.5258474170000014,7.6329950419999975,5.107147624999996,7.650726417000001,58.34959587642627,38.950549759280456
evo-gemma26,H3-extraction,ok,243,2.378705542000006,2.378705542000006,6.521956459000002,4.143250916999996,6.539818917000005,58.64959783221361,37.15699212532184
evo-gemma26,H3-summary,ok,330,2.290364375000003,2.290364375000003,7.9223654579999945,5.632001082999992,7.940027375000007,58.593738732773694,41.56156955315279
evo-gemma26,H4-extraction,ok,228,2.963764041999994,2.963764041999994,6.868910874999997,3.9051468330000034,6.888807041999996,58.38448840727618,33.09716742099453
evo-gemma26,H4-summary,ok,314,2.8742220419999995,2.8742220419999995,8.269138333,5.394916291000001,8.28690433300001,58.2029420037205,37.89110956061035
evo-gemma26,merged-summary-synthesis,ok,1272,1.0693070420000055,1.0693070420000055,22.57970075,21.510393707999995,22.597185333,59.13420355141741,56.290196378680115
evo-gemma26,full-source-control,ok,658,12.176242000000002,12.176242000000002,24.860152333000002,12.683910333,24.881714416999984,51.87674642322781,26.445123072003163
