model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
qwen235-thinking-iq1s,development-extraction,ok,301,34.2395489999999,34.2395489999999,47.20306908299972,12.963520082999821,47.2473823750006,23.219002097642228,6.370723305070638
qwen235-thinking-iq1s,development-summary,ok,335,27.179286709000735,27.179286709000735,43.726632542000516,16.54734583299978,43.777304791999995,20.24493857691192,7.652366941996369
qwen235-thinking-iq1s,H1-extraction,ok,826,52.628834999999526,52.628834999999526,104.31116404099885,51.68232904099932,104.37512849999985,15.98225187074558,7.913762712158014
qwen235-thinking-iq1s,H1-summary,capped,1535,57.810259750000114,57.810259750000114,153.3396556250009,95.52939587500077,153.34023808300117,16.068352426393773,10.01041878628833
qwen235-thinking-iq1s,H2-extraction,ok,284,57.45403987499958,57.45403987499958,74.11168299999918,16.657643124999595,74.17114495799979,17.049230666598696,3.828982283620107
qwen235-thinking-iq1s,H2-summary,ok,435,50.070901834000324,50.070901834000324,75.5850447089997,25.51414287499938,75.64325816699966,17.049367565713712,5.750677727810703
qwen235-thinking-iq1s,H3-extraction,ok,893,53.28189295800075,53.28189295800075,105.78223895799965,52.5003459999989,105.84745145799934,17.00941170940128,8.436669827183753
qwen235-thinking-iq1s,H3-summary,ok,429,50.63388054200004,50.63388054200004,75.53375770899947,24.89987716699943,75.5930817089993,17.22900065421073,5.67512251519874
qwen235-thinking-iq1s,H4-extraction,ok,462,59.25118979200124,59.25118979200124,86.58582150000075,27.334631707999506,86.64568262500143,16.90163617111385,5.3320602481662585
qwen235-thinking-iq1s,H4-summary,ok,445,57.07456408299913,57.07456408299913,83.48768308299987,26.413119000000734,83.54731637499935,16.84768845360473,5.326323086221373
qwen235-thinking-iq1s,full-source-control,ok,873,172.15336629099875,172.15336629099875,243.93630720799956,71.78294091700081,244.02016662499955,12.161663883476272,3.5775731656703256
