model_id,request,status,visible_tokens_retokenized,first_content_delta_seconds,first_readable_delta_seconds,last_content_delta_seconds,visible_phase_seconds,wall_seconds,visible_phase_tokens_per_second,visible_tokens_per_total_wall_second
qwen3-8b,development-extraction,ok,133,2.3335152089999998,2.3335152089999998,5.486710459,3.1531952500000004,5.513918749999999,42.17943687438955,24.12077617211897
qwen3-8b,development-summary,ok,436,2.238089541999999,2.238089541999999,12.57659525,10.338505708000001,12.603731874999998,42.17243887214962,34.59292885028944
qwen3-8b,H1-extraction,ok,168,3.639321374999998,3.639321374999998,7.7501141669999996,4.110792792000002,7.778127417,40.8680292343959,21.59902904557934
qwen3-8b,H1-summary,ok,381,3.5865958750000004,3.5865958750000004,12.911995333999997,9.325399458999996,12.940021041999998,40.856158674499966,29.443537901783273
qwen3-8b,H2-extraction,ok,181,3.912983834000002,3.912983834000002,8.35333275,4.440348915999998,8.38148125,40.7625624526485,21.59522817043825
qwen3-8b,H2-summary,ok,374,3.8058369580000004,3.8058369580000004,13.032381625,9.226544666999999,13.060810750000002,40.53521805813852,28.635282078488117
qwen3-8b,H3-extraction,ok,276,3.6700170000000014,3.6700170000000014,10.440211665999996,6.770194665999995,10.468387041,40.76692231407696,26.36509320098991
qwen3-8b,H3-summary,ok,284,3.497129749999999,3.497129749999999,10.442245958,6.945116208000002,10.467886957999994,40.892044350944566,27.130594850659463
qwen3-8b,H4-extraction,ok,394,4.651975167000003,4.651975167000003,14.576364500000011,9.924389333000008,14.602654333000004,39.700175676290115,26.981396054114207
qwen3-8b,H4-summary,ok,433,4.507289750000012,4.507289750000012,15.312055042000011,10.804765291999999,15.338071417000009,40.074910310231296,28.230407084953512
qwen3-8b,merged-summary-synthesis,ok,1531,1.6658877499999818,1.6658877499999818,38.491999208999985,36.826111459,38.51813508399998,41.57376218514203,39.74751105320156
qwen3-8b,full-source-control,ok,793,24.286562250000003,24.286562250000003,50.04898216700002,25.762419917000017,50.08320204200001,30.781269871186204,15.833652156165783
