0.00.305.035 I load_tensors: offloaded 37/37 layers to GPU
0.00.305.037 I load_tensors:   CPU_Mapped model buffer size =   333.84 MiB
0.00.305.037 I load_tensors:  MTL0_Mapped model buffer size =  4789.19 MiB
0.00.306.385 I llama_context: n_ctx                 = 8192
0.00.306.504 I llama_context:        CPU  output buffer size =     0.58 MiB
0.00.329.295 I llama_kv_cache:       MTL0 KV buffer size =  1152.00 MiB
0.00.367.398 I sched_reserve:       MTL0 compute buffer size =    96.01 MiB
0.00.367.400 I sched_reserve:        CPU compute buffer size =    24.01 MiB
0.00.423.968 I slot   load_model: id  0 | task -1 | new slot, n_ctx = 8192
0.05.208.562 D slot handle_last_: id  0 | task 0 | slot decode token, id=785, n_ctx = 8192, n_tokens = 3440, truncated = 0
0.05.224.610 D slot handle_last_: id  0 | task 0 | slot decode token, id=1467, n_ctx = 8192, n_tokens = 3441, truncated = 0
0.05.237.943 D slot handle_last_: id  0 | task 0 | slot decode token, id=12033, n_ctx = 8192, n_tokens = 3442, truncated = 0
0.05.251.218 D slot handle_last_: id  0 | task 0 | slot decode token, id=553, n_ctx = 8192, n_tokens = 3443, truncated = 0
0.05.264.412 D slot handle_last_: id  0 | task 0 | slot decode token, id=38586, n_ctx = 8192, n_tokens = 3444, truncated = 0
0.05.277.610 D slot handle_last_: id  0 | task 0 | slot decode token, id=279, n_ctx = 8192, n_tokens = 3445, truncated = 0
0.05.290.853 D slot handle_last_: id  0 | task 0 | slot decode token, id=1652, n_ctx = 8192, n_tokens = 3446, truncated = 0
0.05.303.956 D slot handle_last_: id  0 | task 0 | slot decode token, id=66, n_ctx = 8192, n_tokens = 3447, truncated = 0
0.05.317.183 D slot handle_last_: id  0 | task 0 | slot decode token, id=1835, n_ctx = 8192, n_tokens = 3448, truncated = 0
0.05.330.319 D slot handle_last_: id  0 | task 0 | slot decode token, id=315, n_ctx = 8192, n_tokens = 3449, truncated = 0
0.05.343.481 D slot handle_last_: id  0 | task 0 | slot decode token, id=19305, n_ctx = 8192, n_tokens = 3450, truncated = 0
0.05.356.502 D slot handle_last_: id  0 | task 0 | slot decode token, id=482, n_ctx = 8192, n_tokens = 3451, truncated = 0
0.05.369.477 D slot handle_last_: id  0 | task 0 | slot decode token, id=304, n_ctx = 8192, n_tokens = 3452, truncated = 0
0.05.382.505 D slot handle_last_: id  0 | task 0 | slot decode token, id=30592, n_ctx = 8192, n_tokens = 3453, truncated = 0
0.05.395.392 D slot handle_last_: id  0 | task 0 | slot decode token, id=91187, n_ctx = 8192, n_tokens = 3454, truncated = 0
0.05.408.331 D slot handle_last_: id  0 | task 0 | slot decode token, id=1164, n_ctx = 8192, n_tokens = 3455, truncated = 0
0.05.421.365 D slot handle_last_: id  0 | task 0 | slot decode token, id=438, n_ctx = 8192, n_tokens = 3456, truncated = 0
